"date","AEON","ARDR","BAY","BLOCK","BTC","BTCD","BTS","BTX","BURST","CLOAK","CRW","CSC","DASH","DCR","DCT","DGB","DOGE","EMC2","ETC","ETH","FCT","FTC","GAME","GRS","LBC","LTC","MONA","NAV","NLG","NXS","NXT","POT","PPC","RDD","SC","SHIFT","SLS","STEEM","SYS","VIA","VTC","XCP","XMR","XRP","XVG","XZC","ZCL","ZEC"
"2017-01-17","0.9642857142857143","0.9296187683284458","1.0508474576271187","1.056044203879116","1.0874126719365678","0.9773869346733669","0.9149087461483765","1.3407426117706494","0.940278699402787","1.008337965536409","0.917571234735414","1.0","1.0968749999999998","0.8553398058252427","1.0","1.0","1.0","0.8567901234567901","1.0168067226890756","1.0573514077163713","0.9411764705882353","0.9365322704277173","0.933879781420765","1.0532229450029569","0.9553502694380293","1.018324607329843","0.9243884358784284","0.9449646037908198","0.9782801418439716","1.2994222272572789","0.9996578272027373","0.9068450849202265","1.0278745644599303","1.0","0.9534763504781597","0.9771287128712871","1.023205077350258","0.8615384615384616","0.9274272638117032","0.9662447257383966","0.8185996215193295","0.8823529411764706","1.177298311444653","0.9619718309859154","1.0","0.9905660377358491","1.1454859824626404","1.0366190695532012"
"2017-01-18","1.0390824129141887","1.1261187957689178","1.1535615171137836","0.9472350738048028","0.9692883978391837","1.0875331564986737","1.0443731622560812","1.0","0.9523116126683655","0.9920364050056882","0.969997457411645","1.0","0.9821937321937322","1.0057377049180327","0.9992630803242447","1.0","0.9772093023255815","1.1021448290507538","1.0","1.004930966469428","1.0136054421768708","0.994088836345212","1.019915509957755","1.1105964099594672","1.085619285120532","0.9768637532133675","1.0335126189491104","0.9733167082294266","0.9691444600280504","1.2428057553956835","0.9820297792230018","1.0503807850029292","0.9525423728813561","1.0","1.0","0.9171022370896926","0.9684","0.9969287469287469","1.0","0.9932432432432433","1.048381601362862","1.0423280423280423","0.9768924302788844","0.9956076134699853","1.0","0.9490196078431372","1.100878656434212","0.9606754054654522"
"2017-01-19","1.0597609561752988","1.0098522167487685","1.39140625","0.9397371998187586","1.0265816543008843","1.002375296912114","0.9640987284966344","1.0","1.050083783280581","0.9608938547486033","0.954295927486276","1.0","1.088469905728789","1.1455143472836566","1.0","1.0","0.9712399811409712","0.991549295774648","0.9669421487603306","1.0235525024533858","0.9738562091503268","0.9865960615588285","0.990778097982709","1.0274250888776029","0.9869451697127938","1.0052631578947369","0.9769980506822612","0.9795358123284252","0.9826127819548873","0.6952078928823116","1.0397350993377483","1.0391091797935905","1.0071174377224197","1.500558659217877","1.0","1.0049966688874084","0.8738684369342186","0.9705882352941178","0.9820521903412444","1.0157778479015462","1.0611146295123497","0.9603960396039604","0.9951060358890701","1.0058823529411764","1.0","0.9152661769145617","1.0490196078431373","1.017345050878816"
"2017-01-20","0.9773926149208741","0.9399021663172606","0.8542487338210467","0.8960725075528699","0.997430770433753","0.9619952494061758","1.0046668395125744","1.0","1.016","1.0355685131195336","1.0814109442060087","1.0","0.9926715522984677","0.8974","1.0007204610951008","1.0","1.0203883495145631","0.9743833017077798","1.1452991452991454","1.0162991371045063","0.9494949494949494","0.992433159576257","0.9894982497082847","0.9955401387512389","0.9064039408866995","1.0052356020942408","0.9995998399359745","1.0189016602809708","1.1327900287631831","0.9637195121951219","0.9877639959772041","0.9523060796645701","1.0141342756183747","1.0","0.9267959573886916","1.088069125955467","1.213708746826679","0.9882207067575944","1.016154309825196","1.1385861102460293","1.000299222022741","0.9896907216494846","0.9704918032786886","0.9649122807017544","1.0","1.005952380952381","1.0","0.9838599681745851"
"2017-01-21","0.9655688622754491","1.0036101083032491","0.9942455242966751","1.0682115737103952","1.0301598145389794","0.9928057553956834","0.9446392785571143","1.0","1.0","0.9710382513661202","0.9258367445220324","1.0","0.9926174496644294","0.9943747295543055","1.0","1.0","0.9754948162111216","0.9914933837429113","1.0597014925373134","1.0292452830188679","0.9965517241379311","0.9758223684210525","0.9845449341728677","1.1198067632850244","0.9744318181818182","1.0026041666666667","0.9704739704739704","0.9620345582866878","1.0032867707477404","0.8849421639881258","0.9865942643814696","1.0267094017094018","0.9965156794425087","1.0","1.0263233190271817","1.1600790513833992","0.8174603174603176","1.0085261875761267","1.0063342162846942","0.9633563462559745","0.9114401858304298","1.0","1.025337837837838","1.0363636363636364","1.0","0.9784065524944154","0.9272727272727272","0.9995378927911275"
"2017-01-22","0.9270186335403727","1.1203170028818443","0.857694784288474","1.001963190184049","0.9989128544094625","1.0024213075060533","0.98539952216618","1.0","1.0154735589185513","0.8963380281690141","1.0166623275188753","1.0","1.012846517917512","0.9968416467000654","0.7713286713286713","1.0","0.9523809523809524","1.0706781279847184","0.9647887323943664","0.9816681943171403","1.079584775086505","0.9519149654125191","1.0151338766006985","0.9762419006479482","0.982068390325271","0.9896103896103896","1.032852564102564","0.9637791286727456","0.967622950819672","0.9738274464389114","1.002579979360165","0.955706096925482","0.9650349650349652","1.0","1.0256768071448508","0.8916382252559727","1.1724683544303798","0.9685610640870618","1.0147783251231526","0.9864790286975716","1.0366709183673468","0.9848484848484849","0.9892915980230642","0.9912280701754386","1.0","1.7522855898998695","0.945","0.9916782246879334"
"2017-01-23","0.9933166248955723","1.0936497754971135","1.220808383233533","0.8551715716204664","1.0028514213573636","1.0","0.9948965887724952","1.0","0.9539155117715812","1.0915360501567397","1.5423901940755873","1.0","1.0033377837116153","1.0770152505446622","1.2965641952983724","1.0","1.025","0.9590747330960854","1.021897810218978","1.006535947712418","1.0894568690095847","1.001590668080594","1.0383076043453403","0.9510366122629025","1.005927180355631","1.0026246719160103","0.9914926527455529","0.9939727463312369","0.9949324324324325","1.0927309379817383","0.9950248756218905","1.0902664491571505","0.9710144927536232","1.0","0.9750406945198047","1.079198473282443","0.8514033064206075","0.9881693648816937","1.0425531914893618","1.0228730822873082","1.005521472392638","0.9948979591836735","1.0241465445462115","0.9867256637168141","1.0","1.1111111111111112","0.9628595075522449","0.9920745920745921"
"2017-01-24","0.9956634865568084","1.1010284331518452","1.0113780025284451","0.9210836277974088","0.9699281574892019","0.987593052109181","1.0297801280267187","1.0","1.0483667208085183","1.0568720379146919","1.2431740614334472","1.0","0.9334664005322688","1.0531803962460897","1.5729690869877786","1.0","1.0294117647058825","1.0172084130019121","0.9785714285714288","0.9749536178107607","0.9787878787878789","1.0096416227032927","1.0062429057888764","1.0516499282639886","0.878524945770065","0.9816753926701571","1.0221238938053097","1.04403370481109","0.9671772428884028","1.1881852763481764","0.9701724137931035","0.9665809768637533","0.9402985074626865","1.0","0.9486517498565691","0.97538742023701","1.5384078212290504","0.96361273554256","0.962257849031396","0.9713241495642395","0.9933941491034916","0.9894179894179895","0.9512195121951218","0.9715994020926756","1.0","0.8342857142857143","0.9901406890439792","0.9645206766917293"
"2017-01-25","1.0","1.0450302031850631","0.9887570268582137","0.928605654048874","1.0007384615384616","1.0452261306532664","0.9711045098568727","1.0","0.9692122463020295","1.027450980392157","0.9327846364883402","1.0","1.0163934426229508","0.9619607843137254","0.6634703196347033","1.0","0.9882352941176471","0.9247180451127819","0.9343065693430657","1.0","0.9969040247678019","1.0821029888368743","0.9447887323943662","1.4759090909090908","1.0384805130735075","0.9760000000000001","1.0216279984270547","0.9739854318418314","1.0754972875226039","0.925587958607714","1.0266571885551803","0.9936204146730462","1.0198412698412698","1.0","1.0","0.8835667600373481","0.8111581493801028","0.9845013477088949","0.9927159209157127","0.9580682475419318","0.9879746835443037","1.0053475935828875","1.018803418803419","0.9984615384615385","1.0","0.9794520547945206","0.9101073345259392","0.9527405602923265"
"2017-01-26","0.973639455782313","0.9697125256673511","0.9321406539173349","0.9932784405982188","1.023646873357856","0.9694835680751174","1.0445531105677806","1.0","0.9523231622746184","0.9685668620138518","0.918103448275862","1.0","1.0343618513323984","1.59","1.5060483870967742","1.0","1.7714285714285714","1.0367428003972194","1.0390625","1.0133206470028544","0.9939393939393939","0.9642450836990086","0.9994175888177054","1.1269936804092688","0.931322505800464","1.040983606557377","0.9759398496240602","0.9431254891729716","1.0114989733059547","1.0148957298907646","1.0193872252033929","0.947753396029258","1.046692607003891","0.6665453221696396","1.0268595041322315","1.0207494580365437","1.2605608157319739","0.9913101604278073","0.9635908522016158","1.1377174874668239","0.9755944931163955","1.0207253886010363","1.0176174496644297","0.9707241910631741","1.0","1.0136054421768708","1.0052802112084482","0.9488621835847609"
"2017-01-27","0.9555749128919862","0.9039070749736009","0.9940594059405939","0.8398852707946683","1.0026759578836997","1.1135265700483092","0.9974066390041494","1.0","1.2999273783587506","1.0005485463521668","0.9984399375975039","1.0","1.0257627118644068","0.8562500000000001","0.7761459724076546","1.0","0.9714285714285714","1.12225405921681","0.9624060150375939","0.9868544600938967","0.9969604863221884","0.9768028240040343","1.0255813953488373","0.8508655126498003","1.2380715705765408","1.010498687664042","0.9915482135996926","1.0413907284768211","1.1040907249898744","1.0322265625","0.9896417048734929","1.0599230346344144","1.029739776951673","1.5","1.0791284403669723","1.1467473524962177","0.887912404552658","1.016139878950908","1.067004239284032","0.9979317476732162","1.1221618164374803","1.131979695431472","1.0","1.0095238095238095","1.0","1.0067114093959733","0.993452380952381","1.0458097547830774"
"2017-01-28","1.1375227686703098","1.0385288966725044","1.0365205843293495","1.108813491266814","1.0005446563762923","1.2885032537960954","0.9903871135359833","1.0","0.9872975991066444","0.9972602739726028","1.0","1.0","0.9973562458691341","1.1094890510948905","1.2630372492836677","1.0","1.0048309178743962","1.3664965986394557","1.0234375","1.0028544243577544","1.0091463414634148","0.9700722394220846","1.206798866855524","1.0747809762202754","1.0874448455675891","0.9974025974025973","1.0007742934572204","1.026747881355932","0.9743401759530792","0.9782403027436141","1.0087508579272477","0.9932607568688439","0.9963898916967509","0.6665457184325109","1.024429102496017","1.4833040421792618","0.950535192993837","1.097883597883598","1.2045003309066844","1.0709476954945625","1.1045286243235546","1.1614349775784754","1.0700741962077494","1.0047169811320755","1.0","1.0933333333333333","0.9901784644867649","0.979129090440608"
"2017-01-29","0.977491961414791","1.1586674195369848","0.9118971061093247","1.0363702491362066","0.9956886696933076","0.9932318104906938","1.0869565217391304","1.0","1.0129224652087476","0.9183673469387756","1.4596078431372552","1.0","1.0119284294234592","1.2368421052631577","0.9248291571753987","1.0","1.0091302258529553","0.90875","0.9847328244274809","0.9933586337760912","1.0212121212121212","1.0","1.0636492220650635","0.8558479532163743","1.1237037037037036","0.9947916666666666","0.9681429681429682","1.0634715025906736","0.9780884019644881","1.1097087378640778","1.106990984861371","0.9958071278825996","1.0543478260869563","1.5002733734281029","0.9763082530590992","1.0951814396192743","1.0555174777244687","0.9794313369630974","0.895216191352346","0.9932005828071879","1.1610981610981612","1.189922480620155","0.9953775038520801","0.9874804381846635","1.0","1.147239263803681","0.9667112137042886","1.0189473684210526"
"2017-01-30","1.0","0.9370764762826717","1.096706377014716","1.1385741676834584","1.0067574216827948","1.1184433164128595","0.9978323699421965","0.5624575695858791","1.0","1.0703637447823495","0.891675560298826","1.0","1.034053700065488","1.0","1.0","1.0","0.9770114942528735","0.9685792349726776","1.0387596899224807","1.0143266475644699","1.0176470588235293","1.0244118167344773","0.9810656098634962","1.175152749490835","1.1155482815057283","1.0445026178010473","1.0378636907134315","1.121732817037754","1.0594553126198696","0.9939183318853172","0.9915488629379227","0.9691422594142259","0.9965635738831615","1.0","0.9756291390728477","1.043712898003238","1.1189938729442115","1.0269938650306747","0.9953046851076859","1.0577950461389023","0.9893640593840017","0.970873786407767","1.0","1.0221870047543582","1.0","0.9893617021276597","0.9769067532143302","1.040805785123967"
"2017-01-31","0.9852024922118381","0.9330049261083744","1.0176721511273614","0.9462695283983065","1.0486136000781987","0.8804034582132565","0.9309551208285386","1.0","0.8973575886336475","1.0127456186935742","0.937214611872146","1.0","1.0094996833438885","1.2070707070707072","0.8558096126924872","1.0","0.9558689717925387","0.9414929388029589","1.0149253731343284","1.0084745762711866","0.9337016574585635","0.9873209287008068","0.9978595890410958","1.1862258953168043","1.0111950741673665","1.007518796992481","0.9633699633699634","0.9022633744855968","0.9716850828729281","0.9525","0.9933364326669766","1.0241893978383942","0.9862068965517241","0.6667817679558011","0.9500258933195235","0.896449704142012","0.8095368970729696","0.9105413105413106","0.9512720156555773","0.8839754816112084","0.9105083297736011","0.9206349206349206","1.0263157894736843","0.993798449612403","1.2343828085957023","0.8923076923076924","1.0318021201413428","0.9856079404466501"
"2017-02-01","1.0116550116550116","0.9911825726141079","0.9764705882352942","0.981046247156937","1.0175454950336098","1.0869565217391304","0.9786200194363461","1.0","1.0285007997673405","0.9623711340206186","0.8120885697187313","1.0","0.9843161856963614","1.0081967213114753","1.0","1.0","0.9928605425987624","0.903157894736842","0.9926470588235294","1.0","0.9941860465116279","0.9967218488772333","1.0193929173693086","0.8676403468735737","0.9042437431991295","0.9950248756218907","0.9245142002989537","0.9495741819811743","0.9504189944134079","1.0060189165950129","0.9953198127925118","0.9051851851851851","1.0174825174825175","1.4997455470737915","1.0262523439592819","0.9600000000000001","1.0804003336113428","0.9956949569495694","0.9989891842717071","1.0525675346799708","1.036661286603643","0.9796610169491525","0.9992458521870287","1.0124804992199687","0.9194331983805668","0.9661016949152542","0.9294418010908668","0.9894259818731117"
"2017-02-02","1.0345864661654134","0.9759344598054276","0.9640542133176194","0.927404718693285","1.0219252262247693","1.1405797101449275","0.9902818270165209","0.9470649895178197","0.9860284963342094","1.0361635220125787","1.2676767676767675","1.0","1.0203951561504143","1.0278884462151396","1.2620545073375262","1.0","0.9900047596382674","1.0920152091254753","1.0074074074074073","1.006535947712418","0.9628571428571429","0.951407884151247","1.0048563334682314","0.9328185328185329","0.8695524146054182","1.0075","1.0154272151898733","0.9568129330254043","1.00215672178289","0.9715719063545151","0.9984326018808777","1.0784837159636946","1.027491408934708","1.0","0.9744572158365262","0.962534435261708","0.8102432391599939","0.9921450151057402","0.9791089108910892","1.0518216791129216","1.1552024379625598","0.8949152542372881","0.9879245283018868","0.9861325115562404","1.0","0.8171428571428571","0.8833088954056696","1.0122137404580154"
